reference;type_article;designation;prix_achat;devise_prix_achat;prix_vente;devise_prix_vente;tva;remarque;marque;categorie;emplacement;unite
ART63006246;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Gold Pvd.;1,788;EUR;;MAD;20;;;;;
ART63006710;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Brass Pvd.;1,574;EUR;;MAD;20;;;;;
ART63006720;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Nickel Pvd.;1,574;EUR;;MAD;20;;;;;
ART63006187;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Aged Bronze.;1,682;EUR;;MAD;20;;;;;
ART63006727;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Brass Brushed Pvd.;1,682;EUR;;MAD;20;;;;;
ART63006030;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Copper Pvd.;1,574;EUR;;MAD;20;;;;;
ART63006735;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Warm Bronze Pvd.;1,574;EUR;;MAD;20;;;;;
ART63006706;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Black Metal Pvd.;1,574;EUR;;MAD;20;;;;;
ART63006713;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Antique Brass.;1,682;EUR;;MAD;20;;;;;
ART63006299;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Matte Black.;1,437;EUR;;MAD;20;;;;;
ART63006707;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Black Metal Br. Pvd.;1,682;EUR;;MAD;20;;;;;
ART63006716;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Gold Brushed Pvd.;1,788;EUR;;MAD;20;;;;;
ART63006031;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Chrome.;1,064;EUR;;MAD;20;;;;;
ART63006708;Produit;Partie apparente pour mitigeur thermostatique trois fonctions avec touche on/off Copper Brushed Pvd.;1,682;EUR;;MAD;20;;;;;
ART58153726;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Warm Bronze Br. Pvd.;924;EUR;;MAD;20;;;;;
ART58153299;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Matte Black.;793;EUR;;MAD;20;;;;;
ART58153031;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Chrome.;587;EUR;;MAD;20;;;;;
ART58153149;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Finox Brushed Nickel.;793;EUR;;MAD;20;;;;;
ART58153187;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Aged Bronze.;924;EUR;;MAD;20;;;;;
ART58153030;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Copper Pvd.;868;EUR;;MAD;20;;;;;
ART58153706;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Black Metal Pvd.;868;EUR;;MAD;20;;;;;
ART58153727;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Brass Brushed Pvd.;924;EUR;;MAD;20;;;;;
ART58153735;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Warm Bronze Pvd.;868;EUR;;MAD;20;;;;;
ART58153707;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Black Metal Br. Pvd.;924;EUR;;MAD;20;;;;;
ART58153713;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Antique Brass.;924;EUR;;MAD;20;;;;;
ART58153716;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Gold Brushed Pvd.;987;EUR;;MAD;20;;;;;
ART58153708;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Copper Brushed Pvd.;924;EUR;;MAD;20;;;;;
ART58153845;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Dark Bronze.;924;EUR;;MAD;20;;;;;
ART58153720;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Nickel Pvd.;868;EUR;;MAD;20;;;;;
ART58153246;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Gold Pvd.;985;EUR;;MAD;20;;;;;
ART58153710;Produit;Douchette Hygiénique Shut-Off murale avec raccord 1/2. Brass Pvd.;868;EUR;;MAD;20;;;;;
ART37575518;Produit;Bidet suspendu en Céramique Blanc Europe avec trop plein, percé pour robinetterie monotrou, fourni avec cache de trop plein en finition 031 chromée. Bonde non incluse. White Ceramic.;630;EUR;;MAD;20;;;;;
ART73032726;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Warm Bronze Br. Pvd.;1,029;EUR;;MAD;20;;;;;
ART73032299;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Matte Black.;879;EUR;;MAD;20;;;;;
ART73032031;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Chrome.;651;EUR;;MAD;20;;;;;
ART73032149;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Finox Brushed Nickel.;879;EUR;;MAD;20;;;;;
ART73032030;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Copper Pvd.;964;EUR;;MAD;20;;;;;
ART73032706;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Black Metal Pvd.;964;EUR;;MAD;20;;;;;
ART73032707;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Black Metal Br. Pvd.;1,029;EUR;;MAD;20;;;;;
ART73032708;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Copper Brushed Pvd.;1,029;EUR;;MAD;20;;;;;
ART73032710;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Brass Pvd.;964;EUR;;MAD;20;;;;;
ART73032727;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Brass Brushed Pvd.;1,029;EUR;;MAD;20;;;;;
ART73032735;Produit;Partie apparente pour mitigeur thermostatique douche mural 1 sortie. Warm Bronze Pvd.;964;EUR;;MAD;20;;;;;
ART68704031;Produit;Rattan pour diffuseur dambiance 200 ml Chrome.;74;EUR;;MAD;20;;;;;
ART54407726;Produit;Mitigeur bidet, avec flexibles de raccordement et vidage. Warm Bronze Br. Pvd.;854;EUR;;MAD;20;;;;;
ART54407239;Produit;Mitigeur bidet, avec flexibles de raccordement et vidage. Steel Brushed.;577;EUR;;MAD;20;;;;;
ART54407299;Produit;Mitigeur bidet, avec flexibles de raccordement et vidage. Matte Black.;779;EUR;;MAD;20;;;;;
ART54407727;Produit;Mitigeur bidet, avec flexibles de raccordement et vidage. Brass Brushed Pvd.;854;EUR;;MAD;20;;;;;
ART54407707;Produit;Mitigeur bidet, avec flexibles de raccordement et vidage. Black Metal Br. Pvd.;854;EUR;;MAD;20;;;;;
ART54407708;Produit;Mitigeur bidet, avec flexibles de raccordement et vidage. Copper Brushed Pvd.;854;EUR;;MAD;20;;;;;
ART67695726;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Warm Bronze Br. Pvd.;1,510;EUR;;MAD;20;;;;;
ART67695187;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Aged Bronze.;1,510;EUR;;MAD;20;;;;;
ART67695030;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Copper Pvd.;1,415;EUR;;MAD;20;;;;;
ART67695706;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Black Metal Pvd.;1,415;EUR;;MAD;20;;;;;
ART67695707;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Black Metal Br. Pvd.;1,510;EUR;;MAD;20;;;;;
ART67695716;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Gold Brushed Pvd.;1,606;EUR;;MAD;20;;;;;
ART67695708;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Copper Brushed Pvd.;1,510;EUR;;MAD;20;;;;;
ART67695246;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Gold Pvd.;1,606;EUR;;MAD;20;;;;;
ART67695710;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Brass Pvd.;1,415;EUR;;MAD;20;;;;;
ART67695720;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Nickel Pvd.;1,415;EUR;;MAD;20;;;;;
ART67695727;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Brass Brushed Pvd.;1,510;EUR;;MAD;20;;;;;
ART67695735;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Warm Bronze Pvd.;1,415;EUR;;MAD;20;;;;;
ART67695713;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Antique Brass.;1,510;EUR;;MAD;20;;;;;
ART67695845;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Dark Bronze.;1,510;EUR;;MAD;20;;;;;
ART67695147;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Chrome Brushed.;1,291;EUR;;MAD;20;;;;;
ART67695299;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Matte Black.;1,291;EUR;;MAD;20;;;;;
ART67695031;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Chrome.;956;EUR;;MAD;20;;;;;
ART67695149;Produit;Charnière gauche MUR-VERRE avec fonction délévation. DIAMANTATO. Epaisseur du verre 8-10 mm. Poids maximum de la porte 40Kg, largeur maximum 900mm. Finox Brushed Nickel.;1,291;EUR;;MAD;20;;;;;
ART75102726;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Warm Bronze Br. Pvd.;632;EUR;;MAD;20;;;;;
ART75102299;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Matte Black.;540;EUR;;MAD;20;;;;;
ART75102031;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Chrome.;400;EUR;;MAD;20;;;;;
ART75102149;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Finox Brushed Nickel.;540;EUR;;MAD;20;;;;;
ART75102030;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Copper Pvd.;592;EUR;;MAD;20;;;;;
ART75102706;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Black Metal Pvd.;592;EUR;;MAD;20;;;;;
ART75102707;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Black Metal Br. Pvd.;632;EUR;;MAD;20;;;;;
ART75102708;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Copper Brushed Pvd.;632;EUR;;MAD;20;;;;;
ART75102710;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Brass Pvd.;592;EUR;;MAD;20;;;;;
ART75102720;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Nickel Pvd.;592;EUR;;MAD;20;;;;;
ART75102727;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Brass Brushed Pvd.;632;EUR;;MAD;20;;;;;
ART75102735;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Warm Bronze Pvd.;592;EUR;;MAD;20;;;;;
ART75102845;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Dark Bronze.;632;EUR;;MAD;20;;;;;
ART75102791;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Deep Bronze Brushed Pvd.;672;EUR;;MAD;20;;;;;
ART75102761;Produit;Bec lavabo mural. A compléter avec mitigeur à commande séparée. Coffee Bronze Brushed Pvd.;672;EUR;;MAD;20;;;;;
ART63582726;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Warm Bronze Br. Pvd.;1,125;EUR;;MAD;20;;;;;
ART63582845;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Dark Bronze.;1,125;EUR;;MAD;20;;;;;
ART63582707;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Black Metal Br. Pvd.;1,125;EUR;;MAD;20;;;;;
ART63582299;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Matte Black.;961;EUR;;MAD;20;;;;;
ART63582708;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Copper Brushed Pvd.;1,125;EUR;;MAD;20;;;;;
ART63582031;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Chrome.;712;EUR;;MAD;20;;;;;
ART63582710;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Brass Pvd.;1,054;EUR;;MAD;20;;;;;
ART63582720;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Nickel Pvd.;1,054;EUR;;MAD;20;;;;;
ART63582149;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Finox Brushed Nickel.;961;EUR;;MAD;20;;;;;
ART63582030;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Copper Pvd.;1,054;EUR;;MAD;20;;;;;
ART63582706;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Black Metal Pvd.;1,054;EUR;;MAD;20;;;;;
ART63582727;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Brass Brushed Pvd.;1,125;EUR;;MAD;20;;;;;
ART63582187;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Aged Bronze.;1,125;EUR;;MAD;20;;;;;
ART63582735;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Warm Bronze Pvd.;1,054;EUR;;MAD;20;;;;;
ART63582713;Produit;Barre de douche complète avec douchette anticalcaire, flexibles 1,50 m et sortie murale coudée. RIGATO. Antique Brass.;1,125;EUR;;MAD;20;;;;;
ART44604726;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Warm Bronze Br. Pvd.;650;EUR;;MAD;20;;;;;
ART44604299;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Matte Black.;530;EUR;;MAD;20;;;;;
ART44604031;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Chrome.;346;EUR;;MAD;20;;;;;
ART44604149;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Finox Brushed Nickel.;530;EUR;;MAD;20;;;;;
ART44604030;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Copper Pvd.;598;EUR;;MAD;20;;;;;
ART44604706;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Black Metal Pvd.;598;EUR;;MAD;20;;;;;
ART44604707;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Black Metal Br. Pvd.;650;EUR;;MAD;20;;;;;
ART44604708;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Copper Brushed Pvd.;650;EUR;;MAD;20;;;;;
ART44604710;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Brass Pvd.;598;EUR;;MAD;20;;;;;
ART44604720;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Nickel Pvd.;598;EUR;;MAD;20;;;;;
ART44604727;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Brass Brushed Pvd.;650;EUR;;MAD;20;;;;;
ART44604735;Produit;Partie apparente mitigeur thermostatique douche avec inverseur automatique bain-douche, 2 sorties. Warm Bronze Pvd.;598;EUR;;MAD;20;;;;;
ART63012726;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Warm Bronze Br. Pvd.;2,012;EUR;;MAD;20;;;;;
ART63012299;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Matte Black.;1,719;EUR;;MAD;20;;;;;
ART63012031;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Chrome.;1,273;EUR;;MAD;20;;;;;
ART63012149;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Finox Brushed Nickel.;1,719;EUR;;MAD;20;;;;;
ART63012187;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Aged Bronze.;2,012;EUR;;MAD;20;;;;;
ART63012030;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Copper Pvd.;1,885;EUR;;MAD;20;;;;;
ART63012727;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Brass Brushed Pvd.;2,012;EUR;;MAD;20;;;;;
ART63012735;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Warm Bronze Pvd.;1,885;EUR;;MAD;20;;;;;
ART63012706;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Black Metal Pvd.;1,885;EUR;;MAD;20;;;;;
ART63012713;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Antique Brass.;2,012;EUR;;MAD;20;;;;;
ART63012707;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Black Metal Br. Pvd.;2,012;EUR;;MAD;20;;;;;
ART63012716;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Gold Brushed Pvd.;2,139;EUR;;MAD;20;;;;;
ART63012708;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Copper Brushed Pvd.;2,012;EUR;;MAD;20;;;;;
ART63012246;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Gold Pvd.;2,139;EUR;;MAD;20;;;;;
ART63012710;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Brass Pvd.;1,885;EUR;;MAD;20;;;;;
ART63012720;Produit;Partie apparente pour mitiguer thermostatique deux fonctions avec touche on/off Nickel Pvd.;1,885;EUR;;MAD;20;;;;;
ART58151726;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Warm Bronze Br. Pvd.;1,153;EUR;;MAD;20;;;;;
ART58151299;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Matte Black.;986;EUR;;MAD;20;;;;;
ART58151031;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Chrome.;730;EUR;;MAD;20;;;;;
ART58151727;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Brass Brushed Pvd.;1,153;EUR;;MAD;20;;;;;
ART58151735;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Warm Bronze Pvd.;1,080;EUR;;MAD;20;;;;;
ART58151149;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Finox Brushed Nickel.;986;EUR;;MAD;20;;;;;
ART58151713;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Antique Brass.;1,153;EUR;;MAD;20;;;;;
ART58151845;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Dark Bronze.;1,153;EUR;;MAD;20;;;;;
ART58151187;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Aged Bronze.;1,153;EUR;;MAD;20;;;;;
ART58151030;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Copper Pvd.;1,080;EUR;;MAD;20;;;;;
ART58151706;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Black Metal Pvd.;1,080;EUR;;MAD;20;;;;;
ART58151707;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Black Metal Br. Pvd.;1,153;EUR;;MAD;20;;;;;
ART58151716;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Gold Brushed Pvd.;1,227;EUR;;MAD;20;;;;;
ART58151708;Produit;Balayette avec jet deau pour céramique sanitaire avec raccordement 1/2. Copper Brushed Pvd.;1,153;EUR;;MAD;20;;;;;
